Municipio,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Total
210030 ALDEIAS ALTAS,65,59,77,81,4,6,16,11,8,6,333
210040 ALTAMIRA DO MARANHAO,4,4,4,7,2,4,1,2,NA,NA,28
210043 ALTO ALEGRE DO MARANHAO,33,63,48,22,4,4,5,65,19,4,267
210047 ALTO ALEGRE DO PINDARE,18,20,2,8,1,2,32,22,2,3,110
210050 ALTO PARNAIBA,130,164,137,18,86,98,100,29,2,2,766
210055 AMAPA DO MARANHAO,49,26,41,37,18,21,43,11,11,10,267
210060 AMARANTE DO MARANHAO,31,14,14,6,6,2,74,94,57,32,330
210070 ANAJATUBA,23,67,8,6,6,2,8,31,30,19,200
210080 ANAPURUS,25,43,86,36,24,21,12,4,9,17,277
210083 APICUMNAACU,17,11,5,13,93,24,38,14,6,9,230
210087 ARAGUANA,23,13,10,16,3,8,2,5,5,3,88
210090 ARAIOSES,46,22,24,47,56,69,33,44,30,14,385
210095 ARAME,91,372,177,55,51,55,37,49,21,4,912
210100 ARARI,44,80,71,11,37,43,44,22,36,37,425
210110 AXIXA,18,4,2,14,7,3,11,5,9,7,80
210120 BACABAL,63,35,78,84,165,203,118,51,51,16,864
210125 BACABEIRA,31,26,18,17,2,6,4,3,5,7,119
210130 BACURI,20,14,6,17,9,20,32,19,70,7,214
210135 BACURITUBA,5,5,11,2,6,2,1,1,NA,3,36
210140 BALSAS,15,7,26,28,73,57,83,75,46,38,448
210150 BARAO DE GRAJAU,7,9,8,13,2,NA,NA,NA,6,6,51
210160 BARRA DO CORDA,55,46,20,8,5,15,61,125,35,8,378
210170 BARREIRINHAS,55,34,19,989,358,3,3,17,3,10,1491
210173 BELAGUA,18,10,3,10,8,10,3,16,25,16,119
210177 BELA VISTA DO MARANHAO,3,3,1,1,2,1,1,NA,3,2,17
210180 BENEDITO LEITE,8,8,3,3,3,1,1,1,NA,NA,28
210190 BEQUIMAO,23,42,22,18,12,34,28,21,13,118,331
210193 BERNARDO DO MEARIM,3,2,3,2,3,NA,7,6,NA,3,29
210197 BOA VISTA DO GURUPI,25,20,30,29,22,71,63,18,14,19,311
210200 BOM JARDIM,38,25,35,42,25,13,31,22,7,7,245
210203 BOM JESUS DAS SELVAS,34,53,27,60,63,53,138,134,90,45,697
210207 BOM LUGAR,7,8,9,8,12,8,11,2,6,1,72
210210 BREJO,43,186,236,30,17,20,12,15,11,23,593
210215 BREJO DE AREIA,3,4,7,6,3,3,3,2,2,1,34
210220 BURITI,89,62,70,64,42,27,14,15,17,15,415
210230 BURITI BRAVO,18,16,15,13,6,7,4,7,1,36,123
210232 BURITICUPU,210,172,170,243,227,225,183,232,227,112,2001
210235 BURITIRANA,4,6,5,6,3,10,177,143,49,NA,403
210237 CACHOEIRA GRANDE,16,9,3,8,3,2,6,7,9,7,70
210240 CAJAPIO,115,123,153,158,32,4,14,10,8,4,621
210250 CAJARI,77,94,91,44,60,78,65,58,12,19,598
210255 CAMPESTRE DO MARANHAO,9,NA,5,3,1,11,26,16,8,1,80
210260 CANDIDO MENDES,45,34,49,54,34,17,44,41,19,21,358
210270 CANTANHEDE,26,20,7,15,5,16,17,23,16,6,151
210275 CAPINZAL DO NORTE,21,28,12,10,2,3,4,25,4,NA,109
210280 CAROLINA,10,11,10,10,8,11,14,8,3,7,92
210290 CARUTAPERA,177,134,127,113,57,14,12,19,24,43,720
210300 CAXIAS,449,451,686,593,46,50,77,173,61,39,2625
210310 CEDRAL,33,8,3,10,16,13,4,64,27,13,191
210312 CENTRAL DO MARANHAO,26,13,7,5,4,9,10,22,10,45,151
210315 CENTRO DO GUILHERME,33,36,28,23,27,88,107,30,20,20,412
210317 CENTRO NOVO DO MARANHAO,50,69,68,41,56,147,168,43,29,47,718
210320 CHAPADINHA,230,224,156,173,92,65,45,59,58,160,1262
210325 CIDELANDIA,22,13,5,15,14,7,44,80,29,3,232
210330 CODO,78,26,39,63,56,64,47,92,52,33,550
210340 COELHO NETO,28,49,14,42,26,30,7,15,7,13,231
210350 COLINAS,16,25,18,11,5,7,2,7,5,66,162
210355 CONCEICAO DO LAGONAACU,40,39,25,26,25,32,18,20,13,8,246
210360 COROATA,252,47,11,15,14,7,32,33,46,57,514
210370 CURURUPU,84,87,18,36,20,41,68,58,20,22,454
210375 DAVINOPOLIS,3,3,5,7,3,6,193,184,55,NA,459
210380 DOM PEDRO,144,58,94,73,7,12,11,20,9,3,431
210390 DUQUE BACELAR,15,12,15,13,6,11,2,6,2,3,85
210400 ESPERANTINOPOLIS,11,8,8,17,3,11,4,13,10,4,89
210405 ESTREITO,11,27,9,11,15,12,73,88,53,22,321
210407 FEIRA NOVA DO MARANHAO,3,4,4,1,1,4,1,1,6,2,27
210408 FERNANDO FALCAO,21,23,10,25,11,27,16,29,18,11,191
210409 FORMOSA DA SERRA NEGRA,29,31,4,5,11,134,36,36,12,3,301
210410 FORTALEZA DOS NOGUEIRAS,2,1,11,1,6,8,8,10,5,6,58
210420 FORTUNA,19,12,10,9,2,1,2,4,5,16,80
210430 GODOFREDO VIANA,38,27,49,45,28,10,10,10,12,11,240
210440 GONCALVES DIAS,35,24,14,18,12,2,2,6,1,9,123
210450 GOVERNADOR ARCHER,3,9,6,4,NA,NA,1,7,2,3,35
210455 GOVERNADOR EDISON LOBAO,4,5,6,6,1,19,302,290,75,5,713
210460 GOVERNADOR EUGENIO BARROS,16,11,9,9,2,5,10,4,1,6,73
210462 GOVERNADOR LUIZ ROCHA,2,5,8,8,1,NA,NA,2,10,4,40
210465 GOVERNADOR NEWTON BELLO,20,6,10,5,4,2,2,2,1,NA,52
210467 GOVERNADOR NUNES FREIRE,94,104,91,57,65,221,226,47,37,66,1008
210470 GRACA ARANHA,26,20,9,6,3,8,2,2,4,4,84
210480 GRAJAU,1154,1441,389,382,423,446,132,206,146,160,4879
210490 GUIMARAES,13,15,12,10,3,6,9,4,4,2,78
210500 HUMBERTO DE CAMPOS,8,12,3,55,27,5,9,20,20,23,182
210510 ICATU,54,93,58,62,39,37,48,79,16,10,496
210515 IGARAPE DO MEIO,16,15,8,29,14,6,6,6,NA,2,102
210520 IGARAPE GRANDE,9,7,9,8,7,5,1,4,3,2,55
210530 IMPERATRIZ,151,104,167,206,56,260,3760,3509,872,49,9134
210535 ITAIPAVA DO GRAJAU,61,82,51,73,53,27,31,21,15,22,436
210540 ITAPECURU MIRIM,244,101,46,69,74,75,57,128,73,76,943
210542 ITINGA DO MARANHAO,1,4,5,3,3,11,70,86,28,3,214
210545 JATOBA,7,12,NA,3,2,NA,NA,2,1,15,42
210547 JENIPAPO DOS VIEIRAS,52,71,27,41,26,22,37,32,25,23,356
210550 JOAO LISBOA,22,28,15,13,6,24,350,374,87,24,943
210560 JOSELANDIA,10,11,17,7,NA,2,3,19,5,4,78
210565 JUNCO DO MARANHAO,27,25,30,18,29,50,63,11,5,12,270
210570 LAGO DA PEDRA,13,14,11,7,2,2,4,15,2,9,79
210580 LAGO DO JUNCO,6,5,NA,1,1,1,NA,4,6,NA,24
210590 LAGO VERDE,14,9,14,16,19,44,22,21,13,3,175
210592 LAGOA DO MATO,6,7,8,7,6,1,1,2,2,11,51
210594 LAGO DOS RODRIGUES,51,3,2,3,3,5,1,5,3,1,77
210596 LAGOA GRANDE DO MARANHAO,25,21,155,122,51,3,11,132,84,75,679
210598 LAJEADO NOVO,7,2,NA,1,1,5,19,10,4,NA,49
210600 LIMA CAMPOS,8,12,17,1,NA,NA,4,14,16,11,83
210610 LORETO,3,2,NA,5,NA,2,9,4,2,3,30
210620 LUIS DOMINGUES,50,55,28,44,17,15,4,2,3,13,231
210630 MAGALHAES DE ALMEIDA,3,11,9,6,10,11,9,3,7,3,72
210632 MARACACUME,65,60,67,50,61,183,184,50,37,47,804
210635 MARAJA DO SENA,10,11,10,2,9,3,5,2,3,3,58
210637 MARANHAOZINHO,27,30,20,28,25,61,65,27,12,20,315
210640 MATA ROMA,34,148,206,197,201,150,146,15,10,10,1117
210650 MATINHA,11,13,7,9,4,10,9,6,2,4,75
210660 MATOES,84,66,56,61,27,30,15,19,18,24,400
210663 MATOES DO NORTE,51,33,8,6,5,8,4,11,9,2,137
210667 MILAGRES DO MARANHAO,NA,6,7,4,10,4,3,1,1,4,40
210670 MIRADOR,5,11,5,7,5,12,21,22,30,53,171
210675 MIRANDA DO NORTE,215,249,26,9,14,8,5,38,19,14,597
210680 MIRINZAL,29,31,18,24,22,18,16,27,10,11,206
210690 MONCAO,71,69,63,93,70,60,17,15,4,11,473
210700 MONTES ALTOS,8,6,6,2,2,11,116,145,25,3,324
210710 MORROS,38,26,6,24,10,15,26,13,27,26,211
210720 NINA RODRIGUES,17,5,10,4,8,2,2,4,10,3,65
210725 NOVA COLINAS,2,3,2,2,1,3,4,1,7,1,26
210730 NOVA IORQUE,2,3,1,NA,NA,NA,1,NA,NA,4,11
210735 NOVA OLINDA DO MARANHAO,15,13,16,24,32,59,13,11,11,9,203
210740 OLHO D'AGUA DAS CUNHAS,89,28,102,71,6,9,4,17,25,7,358
210745 OLINDA NOVA DO MARANHAO,10,7,9,6,3,8,7,2,2,9,63
210750 PACO DO LUMIAR,87,103,38,34,31,30,39,34,59,55,510
210760 PALMEIRANDIA,25,169,215,216,211,187,86,29,24,4,1166
210770 PARAIBANO,5,12,6,6,2,34,73,66,NA,28,232
210780 PARNARAMA,94,61,53,59,35,25,21,31,17,23,419
210790 PASSAGEM FRANCA,4,4,5,7,3,2,NA,4,3,23,55
210800 PASTOS BONS,29,17,10,8,3,19,8,7,6,30,137
210805 PAULINO NEVES,13,11,56,113,38,10,15,26,10,7,299
210810 PAULO RAMOS,38,18,37,13,29,14,16,11,8,4,188
210820 PEDREIRAS,29,17,20,7,3,2,9,25,17,8,137
210825 PEDRO DO ROSARIO,67,41,24,37,37,6,18,26,6,14,276
210830 PENALVA,245,222,229,268,144,29,32,43,25,28,1265
210840 PERI MIRIM,12,15,17,14,10,19,4,4,1,2,98
210845 PERITORO,43,46,27,14,2,2,5,51,20,11,221
210850 PINDARENAMIRIM,43,21,17,27,12,22,22,46,20,9,239
210860 PINHEIRO,58,69,41,11,5,10,26,9,14,20,263
210870 PIO XII,8,6,8,16,4,3,5,2,NA,10,62
210880 PIRAPEMAS,9,6,4,4,1,3,1,12,5,7,52
210890 POCAO DE PEDRAS,4,3,7,4,2,2,2,16,7,4,51
210900 PORTO FRANCO,12,6,6,10,4,13,46,36,13,3,149
210905 PORTO RICO DO MARANHAO,5,5,2,4,8,4,7,15,7,5,62
210910 PRESIDENTE DUTRA,55,36,15,36,6,5,8,10,7,11,189
210920 PRESIDENTE JUSCELINO,14,12,12,11,8,3,10,3,3,12,88
210923 PRESIDENTE MEDICI,25,17,23,11,16,46,32,15,8,14,207
210927 PRESIDENTE SARNEY,17,24,12,11,10,3,2,3,NA,5,87
210930 PRESIDENTE VARGAS,23,12,4,6,12,7,7,13,6,10,100
210940 PRIMEIRA CRUZ,69,5,NA,36,15,7,12,8,8,7,167
210945 RAPOSA,40,36,14,20,14,20,11,24,17,13,209
210950 RIACHAO,9,8,7,3,2,4,11,8,5,8,65
210955 RIBAMAR FIQUENE,3,2,2,1,NA,7,65,61,21,2,164
210960 ROSARIO,66,37,29,21,26,53,61,27,19,17,356
210970 SAMBAIBA,1,2,NA,2,4,3,3,5,3,3,26
210975 SANTA FILOMENA DO MARANHAO,5,2,3,2,1,NA,NA,2,NA,1,16
210980 SANTA HELENA,40,41,40,38,23,43,5,5,6,6,247
210990 SANTA INES,45,20,26,4,15,6,5,18,7,8,154
211000 SANTA LUZIA,94,178,99,52,90,61,53,32,30,20,709
211003 SANTA LUZIA DO PARUA,29,32,16,38,64,115,106,29,32,24,485
211010 SANTA QUITERIA DO MARANHAO,15,20,70,52,154,23,70,34,16,10,464
211020 SANTA RITA,93,61,80,43,25,7,5,5,2,8,329
211023 SANTANA DO MARANHAO,2,1,3,4,4,17,3,1,9,NA,44
211027 SANTO AMARO DO MARANHAO,9,16,9,89,33,9,20,2,5,6,198
211030 SANTO ANTONIO DOS LOPES,185,191,22,33,2,4,7,11,NA,5,460
211040 SAO BENEDITO DO RIO PRETO,33,6,60,159,17,7,11,32,26,17,368
211050 SAO BENTO,11,13,18,12,36,19,25,9,7,3,153
211060 SAO BERNARDO,10,9,18,15,15,20,14,18,26,9,154
211065 SAO DOMINGOS DO AZEITAO,45,7,18,47,45,44,30,10,8,14,268
211070 SAO DOMINGOS DO MARANHAO,209,116,89,79,25,7,9,32,22,19,607
211080 SAO FELIX DE BALSAS,2,1,4,7,NA,NA,NA,NA,1,NA,15
211085 SAO FRANCISCO DO BREJAO,1,NA,5,1,4,NA,39,42,5,2,99
211090 SAO FRANCISCO DO MARANHAO,17,18,9,17,8,4,14,11,3,7,108
211100 SAO JOAO BATISTA,20,12,14,32,46,28,27,33,62,60,334
211102 SAO JOAO DO CARU,17,10,13,19,10,2,6,16,11,8,112
211105 SAO JOAO DO PARAISO,6,4,NA,4,1,5,21,13,4,NA,58
211107 SAO JOAO DO SOTER,47,35,74,57,5,2,7,11,3,3,244
211110 SAO JOAO DOS PATOS,18,15,8,13,12,6,6,7,5,43,133
211120 SAO JOSE DE RIBAMAR,174,168,64,50,62,54,66,57,72,82,849
211125 SAO JOSE DOS BASILIOS,21,6,20,9,4,1,NA,10,2,2,75
211130 SAO LUIS,1675,1196,425,310,386,416,432,347,368,443,5998
211140 SAO LUIS GONZAGA DO MARANHAO,14,7,28,26,12,34,16,26,8,5,176
211150 SAO MATEUS DO MARANHAO,59,53,64,29,6,8,17,67,18,17,338
211153 SAO PEDRO DA AGUA BRANCA,5,5,5,7,2,7,38,43,14,1,127
211157 SAO PEDRO DOS CRENTES,34,41,2,3,1,3,3,3,2,1,93
211160 SAO RAIMUNDO DAS MANGABEIRAS,6,10,5,4,21,9,15,12,3,5,90
211163 SAO RAIMUNDO DO DOCA BEZERRA,5,6,5,4,NA,NA,1,1,2,2,26
211167 SAO ROBERTO,5,1,1,4,1,2,NA,6,4,1,25
211170 SAO VICENTE FERRER,145,137,75,78,121,138,223,9,5,2,933
211172 SATUBINHA,2,2,14,12,3,2,1,13,77,65,191
211174 SENADOR ALEXANDRE COSTA,13,5,21,18,NA,4,2,13,9,15,100
211176 SENADOR LA ROCQUE,11,10,3,5,2,11,228,213,56,2,541
211178 SERRANO DO MARANHAO,25,30,8,33,11,24,23,26,9,13,202
211180 SITIO NOVO,37,35,10,16,5,15,45,76,25,2,266
211190 SUCUPIRA DO NORTE,4,7,8,5,7,4,19,36,35,53,178
211195 SUCUPIRA DO RIACHAO,10,9,4,1,4,4,2,NA,2,NA,36
211200 TASSO FRAGOSO,44,3,2,1,1,4,2,6,4,2,69
211210 TIMBIRAS,139,31,3,64,108,150,111,126,146,118,996
211220 TIMON,455,287,166,179,217,234,169,279,178,188,2352
211223 TRIZIDELA DO VALE,14,6,6,8,6,3,2,16,12,5,78
211227 TUFILANDIA,8,2,2,8,4,6,1,1,NA,1,33
211230 TUNTUM,12,12,10,10,8,NA,7,7,12,5,83
211240 TURIACU,69,19,30,66,92,48,65,132,21,20,562
211245 TURILANDIA,90,85,108,79,82,86,85,64,53,56,788
211250 TUTOIA,29,16,101,195,71,18,37,74,88,110,739
211260 URBANO SANTOS,111,22,16,26,26,15,8,18,35,48,325
211270 VARGEM GRANDE,46,39,39,10,14,19,7,16,8,11,209
211280 VIANA,162,106,82,126,111,95,67,77,13,19,858
211285 VILA NOVA DOS MARTIRIOS,7,3,3,9,4,4,52,67,15,5,169
211290 VITORIA DO MEARIM,263,13,17,12,281,388,354,225,14,6,1573
211300 VITORINO FREIRE,18,15,19,26,7,13,6,7,3,6,120
211400 ZE DOCA,53,24,22,37,14,18,12,2,3,10,195
 MUNICIPIO IGNORADO NA PI,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2
220005 ACAUA,7,4,1,7,1,1,1,NA,1,1,24
220010 AGRICOLANDIA,14,9,17,14,21,9,6,13,6,7,116
220020 AGUA BRANCA,22,24,19,26,30,25,26,35,26,24,257
220025 ALAGOINHA DO PIAUI,NA,3,2,3,2,2,2,4,5,1,24
220027 ALEGRETE DO PIAUI,5,5,1,1,1,NA,1,3,2,2,21
220030 ALTO LONGA,33,18,21,27,30,11,17,18,9,14,198
220040 ALTOS,117,108,69,101,128,93,71,107,56,67,917
220045 ALVORADA DO GURGUEIA,4,NA,3,3,1,1,NA,NA,1,NA,13
220050 AMARANTE,32,36,19,35,19,27,15,18,16,18,235
220060 ANGICAL DO PIAUI,12,14,25,28,21,13,11,19,11,18,172
220070 ANISIO DE ABREU,6,2,6,3,1,3,3,4,1,2,31
220080 ANTONIO ALMEIDA,2,2,1,NA,NA,NA,NA,2,4,1,12
220090 AROAZES,3,1,4,4,1,2,9,2,NA,4,30
220095 AROEIRAS DO ITAIM,1,3,NA,1,1,1,NA,NA,NA,NA,7
220100 ARRAIAL,8,3,3,2,NA,2,NA,1,1,1,21
220105 ASSUNCAO DO PIAUI,7,18,10,19,11,11,6,21,4,12,119
220110 AVELINO LOPES,1,19,4,5,4,NA,2,3,8,3,49
220115 BAIXA GRANDE DO RIBEIRO,5,5,1,9,3,NA,1,4,7,3,38
220117 BARRA D'ALCANTARA,2,1,1,2,5,NA,3,1,NA,NA,15
220120 BARRAS,92,69,83,69,80,50,37,42,32,41,595
220130 BARREIRAS DO PIAUI,2,NA,2,2,4,2,3,10,3,3,31
220140 BARRO DURO,25,17,9,22,24,15,12,17,6,7,154
220150 BATALHA,32,18,18,19,33,14,16,31,12,6,199
220155 BELA VISTA DO PIAUI,NA,NA,1,NA,2,NA,1,3,NA,1,8
220157 BELEM DO PIAUI,NA,2,NA,NA,NA,1,1,2,NA,NA,6
220160 BENEDITINOS,27,28,14,15,20,19,10,15,11,7,166
220170 BERTOLINIA,4,4,8,6,2,NA,NA,1,3,NA,28
220173 BETANIA DO PIAUI,13,14,12,9,2,2,6,3,5,2,68
220177 BOA HORA,12,4,5,6,6,3,2,4,1,2,45
220180 BOCAINA,2,NA,NA,2,NA,NA,NA,1,1,2,8
220190 BOM JESUS,10,4,9,6,8,3,4,9,6,4,63
220191 BOM PRINCIPIO DO PIAUI,6,5,5,4,2,1,4,6,2,NA,35
220192 BONFIM DO PIAUI,5,1,1,NA,2,3,3,3,NA,NA,18
220194 BOQUEIRAO DO PIAUI,9,6,3,11,8,4,4,8,1,4,58
220196 BRASILEIRA,3,3,1,2,8,6,3,5,3,1,35
220198 BREJO DO PIAUI,2,2,2,1,1,1,1,1,1,NA,12
220200 BURITI DOS LOPES,15,19,18,7,21,9,16,12,4,5,126
220202 BURITI DOS MONTES,5,6,3,6,3,4,7,16,26,19,95
220205 CABECEIRAS DO PIAUI,15,9,4,9,13,10,4,6,4,9,83
220207 CAJAZEIRAS DO PIAUI,1,1,3,1,NA,2,NA,NA,NA,1,9
220208 CAJUEIRO DA PRAIA,10,7,4,3,7,3,3,4,4,1,46
220209 CALDEIRAO GRANDE DO PIAUI,2,4,NA,2,4,1,2,3,2,2,22
220210 CAMPINAS DO PIAUI,NA,6,6,2,1,1,1,3,NA,1,21
220211 CAMPO ALEGRE DO FIDALGO,NA,1,NA,NA,1,NA,2,NA,2,1,7
220213 CAMPO GRANDE DO PIAUI,4,2,NA,NA,2,1,4,NA,3,4,20
220217 CAMPO LARGO DO PIAUI,11,17,3,11,6,5,2,2,3,NA,60
220220 CAMPO MAIOR,46,38,21,43,54,41,37,47,22,23,372
220225 CANAVIEIRA,2,4,3,5,1,1,1,2,NA,3,22
220230 CANTO DO BURITI,12,18,14,14,10,13,15,14,11,3,124
220240 CAPITAO DE CAMPOS,8,7,3,16,7,5,6,11,2,4,69
220245 CAPITAO GERVASIO OLIVEIRA,1,NA,1,2,NA,2,NA,2,NA,NA,8
220250 CARACOL,14,5,25,52,60,53,43,38,15,3,308
220253 CARAUBAS DO PIAUI,9,4,4,3,4,3,2,1,1,1,32
220255 CARIDADE DO PIAUI,3,4,2,4,1,3,NA,NA,4,NA,21
220260 CASTELO DO PIAUI,13,20,14,31,23,13,14,22,15,17,182
220265 CAXINGO,2,6,5,6,8,3,4,3,2,2,41
220270 COCAL,17,11,17,13,15,18,28,28,12,6,165
220271 COCAL DE TELHA,2,2,1,1,1,4,2,4,5,2,24
220272 COCAL DOS ALVES,4,NA,5,3,2,4,1,5,2,NA,26
220273 COIVARAS,6,11,4,7,9,3,6,8,2,5,61
220275 COLONIA DO GURGUEIA,3,4,6,4,2,2,NA,1,NA,1,23
220277 COLONIA DO PIAUI,6,5,5,2,2,NA,NA,3,2,2,27
220280 CONCEICAO DO CANINDE,3,1,3,3,4,3,3,2,1,1,24
220285 CORONEL JOSE DIAS,1,NA,2,NA,1,NA,NA,NA,2,2,8
220290 CORRENTE,15,17,8,20,39,11,8,32,34,20,204
220300 CRISTALANDIA DO PIAUI,6,1,4,1,6,3,2,3,NA,1,27
220310 CRISTINO CASTRO,NA,3,4,4,NA,1,1,4,1,4,22
220320 CURIMATA,2,5,6,3,2,2,1,2,2,NA,25
220323 CURRAIS,1,2,3,NA,1,NA,NA,NA,NA,NA,7
220325 CURRALINHOS,19,22,6,20,12,9,6,10,10,2,116
220327 CURRAL NOVO DO PIAUI,1,9,2,1,3,NA,NA,2,NA,1,19
220330 DEMERVAL LOBAO,64,43,36,49,46,33,32,34,34,29,400
220335 DIRCEU ARCOVERDE,5,1,6,16,22,21,17,17,5,2,112
220340 DOM EXPEDITO LOPES,1,1,1,2,NA,2,2,2,6,NA,17
220342 DOMINGOS MOURAO,3,2,3,2,1,NA,2,2,1,2,18
220345 DOM INOCENCIO,2,4,5,13,14,21,17,15,5,2,98
220350 ELESBAO VELOSO,15,10,14,19,26,18,17,8,14,8,149
220360 ELISEU MARTINS,NA,3,1,3,2,2,NA,NA,5,3,19
220370 ESPERANTINA,42,22,27,25,29,15,16,19,6,11,212
220375 FARTURA DO PIAUI,6,1,5,9,10,11,2,5,3,3,55
220380 FLORES DO PIAUI,1,2,NA,4,NA,NA,3,1,2,NA,13
220385 FLORESTA DO PIAUI,NA,1,NA,NA,NA,NA,NA,1,NA,1,3
220390 FLORIANO,30,45,36,55,6,2,2,3,29,12,220
220400 FRANCINOPOLIS,6,4,4,7,2,2,5,3,1,1,35
220410 FRANCISCO AYRES,3,4,1,2,NA,NA,NA,1,NA,3,14
220415 FRANCISCO MACEDO,4,1,1,1,2,1,1,1,2,4,18
220420 FRANCISCO SANTOS,8,5,2,NA,2,2,NA,6,7,1,33
220430 FRONTEIRAS,2,5,2,NA,4,3,4,2,1,6,29
220435 GEMINIANO,4,1,5,1,NA,1,1,7,2,5,27
220440 GILBUES,10,16,5,8,7,9,4,3,6,3,71
220450 GUADALUPE,139,32,16,10,3,1,3,1,2,3,210
220455 GUARIBAS,1,NA,4,10,15,20,13,13,2,5,83
220460 HUGO NAPOLEAO,11,4,5,1,6,3,12,5,3,1,51
220465 ILHA GRANDE,6,11,6,6,8,9,9,3,4,3,65
220470 INHUMA,4,2,4,6,5,2,18,8,3,4,56
220480 IPIRANGA DO PIAUI,7,1,2,3,5,3,5,2,5,4,37
220490 ISAIAS COELHO,10,7,7,2,2,2,2,2,1,1,36
220500 ITAINOPOLIS,4,1,2,2,1,1,1,5,13,2,32
220510 ITAUEIRA,2,8,2,8,2,3,NA,3,1,4,33
220515 JACOBINA DO PIAUI,9,2,3,1,1,NA,1,2,4,1,24
220520 JAICOS,14,4,12,9,10,4,2,13,13,7,88
220525 JARDIM DO MULATO,15,8,15,20,7,5,3,6,4,7,90
220527 JATOBA DO PIAUI,2,3,2,3,1,1,1,3,3,1,20
220530 JERUMENHA,33,2,2,NA,NA,NA,NA,1,2,2,42
220535 JOAO COSTA,NA,NA,NA,1,4,2,NA,NA,1,NA,8
220540 JOAQUIM PIRES,12,11,9,9,16,7,6,9,10,2,91
220545 JOCA MARQUES,7,21,9,14,8,7,2,5,2,5,80
220550 JOSE DE FREITAS,130,96,88,97,110,92,67,76,60,71,887
220551 JUAZEIRO DO PIAUI,5,4,5,6,4,3,5,6,3,7,48
220552 JULIO BORGES,2,1,1,2,2,1,2,NA,NA,NA,11
220553 JUREMA,3,4,1,3,5,7,3,NA,NA,NA,26
220554 LAGOINHA DO PIAUI,7,2,4,8,2,4,1,4,3,1,36
220555 LAGOA ALEGRE,33,33,18,19,32,24,20,26,19,11,235
220556 LAGOA DO BARRO DO PIAUI,2,1,4,6,19,22,21,19,6,2,102
220557 LAGOA DE SAO FRANCISCO,3,4,1,4,3,2,3,5,2,3,30
220558 LAGOA DO PIAUI,20,13,5,7,12,8,9,10,14,4,102
220559 LAGOA DO SITIO,NA,NA,1,1,2,1,5,1,1,NA,12
220560 LANDRI SALES,22,NA,4,4,2,2,NA,NA,1,1,36
220570 LUIS CORREIA,26,18,26,15,25,29,26,25,17,7,214
220580 LUZILANDIA,25,88,53,45,53,48,30,43,27,10,422
220585 MADEIRO,4,11,14,8,9,9,10,16,9,8,98
220590 MANOEL EMIDIO,2,1,5,6,NA,NA,NA,1,NA,2,17
220595 MARCOLANDIA,5,8,5,4,5,3,1,3,5,4,43
220600 MARCOS PARENTE,10,1,NA,6,NA,NA,NA,NA,2,1,20
220605 MASSAPE DO PIAUI,NA,1,3,5,1,1,NA,2,1,1,15
220610 MATIAS OLIMPIO,14,7,10,6,11,9,8,22,6,6,99
220620 MIGUEL ALVES,102,89,55,88,104,87,73,77,68,70,813
220630 MIGUEL LEAO,1,5,5,3,6,2,1,2,1,4,30
220635 MILTON BRANDAO,6,1,2,6,10,2,8,7,2,1,45
220640 MONSENHOR GIL,31,28,22,31,31,18,19,18,17,16,231
220650 MONSENHOR HIPOLITO,2,2,2,NA,1,1,NA,6,6,2,22
220660 MONTE ALEGRE DO PIAUI,5,4,5,3,7,7,5,10,3,3,52
220665 MORRO CABECA NO TEMPO,5,1,2,1,NA,3,NA,2,2,1,17
220667 MORRO DO CHAPEU DO PIAUI,12,5,5,5,3,3,2,NA,1,1,37
220669 MURICI DOS PORTELAS,1,5,3,4,9,2,NA,2,2,3,31
220670 NAZARE DO PIAUI,10,15,2,9,6,NA,2,1,NA,NA,45
220672 NAZARIA,71,53,34,48,48,37,29,25,30,13,388
220675 NOSSA SENHORA DE NAZARE,7,6,4,3,4,1,2,7,2,2,38
220680 NOSSA SENHORA DOS REMEDIOS,19,15,16,19,19,10,11,15,12,6,142
220690 NOVO ORIENTE DO PIAUI,NA,3,1,2,3,2,4,1,2,2,20
220695 NOVO SANTO ANTONIO,1,2,3,5,5,4,4,6,5,6,41
220700 OEIRAS,17,30,24,17,10,11,6,13,5,14,147
220710 OLHO D'AGUA DO PIAUI,2,3,2,1,5,6,1,4,5,3,32
220720 PADRE MARCOS,7,4,3,4,8,NA,2,3,4,2,37
220730 PAES LANDIM,1,1,2,4,3,1,NA,NA,NA,1,13
220735 PAJEU DO PIAUI,NA,2,NA,1,2,2,4,4,NA,NA,15
220740 PALMEIRA DO PIAUI,1,1,3,NA,1,NA,2,2,1,NA,11
220750 PALMEIRAIS,80,39,34,39,37,23,23,20,9,18,322
220755 PAQUETA,1,1,2,1,4,NA,1,NA,3,1,14
220760 PARNAGUA,9,1,4,16,12,15,9,9,8,8,91
220770 PARNAIBA,105,124,122,64,185,99,124,61,49,47,980
220775 PASSAGEM FRANCA DO PIAUI,20,15,9,11,8,5,9,3,3,2,85
220777 PATOS DO PIAUI,5,1,2,2,NA,NA,3,1,1,1,16
220779 PAU D'ARCO DO PIAUI,9,19,4,6,10,9,5,5,3,4,74
220780 PAULISTANA,33,19,9,26,12,14,9,15,21,17,175
220785 PAVUSSU,1,1,2,3,4,1,NA,2,1,2,17
220790 PEDRO II,36,44,44,65,39,26,24,69,32,21,400
